token_budget,top_k,candidate_k,memory_count,forgetting_threshold,run_count,query_count,memory_retrieval_accuracy,answer_accuracy,response_correctness,stale_retrieval_rate,relevant_loss_rate,stale_retrieval_case_rate,mean_retrieval_latency_ms,p95_retrieval_latency_ms,mean_selected_token_proxy,mean_token_budget_used_ratio,mean_selected_memory_count,mean_estimated_memory_storage_bytes,max_estimated_memory_storage_bytes,mean_estimated_faiss_index_bytes,max_faiss_index_size,mean_retrieval_rss_peak_bytes,max_retrieval_rss_peak_bytes,rss_available,token_metric
256,1,10,500,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.36331111111111114,0.41022,17.0,0.06640625,1.0,74378.0,74378,64000.0,500,71790592.0,72765440,True,deterministic_proxy_not_real_tokenizer
256,1,10,1000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.38836666666666664,0.46215999999999996,17.0,0.06640625,1.0,148743.0,148743,128000.0,1000,74653696.0,75509760,True,deterministic_proxy_not_real_tokenizer
256,1,10,2000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.4502666666666667,0.50224,17.0,0.06640625,1.0,297473.0,297473,256000.0,2000,79881557.33333333,80822272,True,deterministic_proxy_not_real_tokenizer
256,1,20,100,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.5708666666666667,0.66344,15.666666666666666,0.061197916666666664,1.0,14885.0,14885,12800.0,100,69293397.33333333,69763072,True,deterministic_proxy_not_real_tokenizer
256,1,20,500,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.5252888888888889,0.57014,15.666666666666666,0.061197916666666664,1.0,74378.0,74378,64000.0,500,71796053.33333333,72773632,True,deterministic_proxy_not_real_tokenizer
256,1,20,1000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.6870666666666667,0.77558,17.0,0.06640625,1.0,148743.0,148743,128000.0,1000,74653696.0,75509760,True,deterministic_proxy_not_real_tokenizer
256,1,20,2000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.6865666666666667,0.7541199999999999,17.0,0.06640625,1.0,297473.0,297473,256000.0,2000,79881557.33333333,80822272,True,deterministic_proxy_not_real_tokenizer
256,3,5,100,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.2926777777777778,0.36073999999999995,49.666666666666664,0.19401041666666666,3.0,14885.0,14885,12800.0,100,69296128.0,69763072,True,deterministic_proxy_not_real_tokenizer
256,3,5,500,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.27514444444444447,0.29496,51.0,0.19921875,3.0,74378.0,74378,64000.0,500,71796053.33333333,72773632,True,deterministic_proxy_not_real_tokenizer
256,3,5,1000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.31181111111111115,0.43085999999999997,51.0,0.19921875,3.0,148743.0,148743,128000.0,1000,74653696.0,75509760,True,deterministic_proxy_not_real_tokenizer
256,3,5,2000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.3897111111111111,0.50552,51.0,0.19921875,3.0,297473.0,297473,256000.0,2000,79881557.33333333,80822272,True,deterministic_proxy_not_real_tokenizer
256,3,10,100,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.49582222222222216,0.6187199999999999,49.666666666666664,0.19401041666666666,3.0,14885.0,14885,12800.0,100,69302954.66666667,69767168,True,deterministic_proxy_not_real_tokenizer
256,3,10,500,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.4513222222222222,0.6185799999999999,51.0,0.19921875,3.0,74378.0,74378,64000.0,500,71798784.0,72777728,True,deterministic_proxy_not_real_tokenizer
256,3,10,1000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.3888666666666667,0.44822,51.0,0.19921875,3.0,148743.0,148743,128000.0,1000,74653696.0,75509760,True,deterministic_proxy_not_real_tokenizer
256,3,10,2000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.4579111111111111,0.50616,51.0,0.19921875,3.0,297473.0,297473,256000.0,2000,79881557.33333333,80822272,True,deterministic_proxy_not_real_tokenizer
256,3,20,100,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.6219111111111111,0.70192,49.666666666666664,0.19401041666666666,3.0,14885.0,14885,12800.0,100,69397162.66666667,69767168,True,deterministic_proxy_not_real_tokenizer
256,3,20,500,0.3,9,3,0.3333333333333333,0.6666666666666666,0.6666666666666666,0.0,0.6666666666666666,0.0,0.5683888888888888,0.67748,49.666666666666664,0.19401041666666666,3.0,74378.0,74378,64000.0,500,71801969.77777778,72777728,True,deterministic_proxy_not_real_tokenizer
256,3,20,1000,0.3,9,3,0.0,0.5,0.5,0.0,1.0,0.0,0.6382777777777778,0.7578199999999999,51.0,0.19921875,3.0,148743.0,148743,128000.0,1000,74653696.0,75509760,True,deterministic_proxy_not_real_tokenizer
